Row Labels,Hour,Date-Hour,Month,Year,Sum/Win,WeekNumber,Weeday,Prior Period Temp C,Avg Temp C,Winter HDD (51 Base),Summer CDD (51 Base),Max Temp C,Dew C,Humidity,Visibility (km),Wind Dir,Wind Speed (km/h),Gust Speed (km/h),Precip (mm),Events,Conditions,Max kW
1/5/2014,0,5/1/2014-0,5,2014,1,18,4,6,6,0.3,0,6,6,97,16.1,West,14.8,N/A,N/A,N/A,Overcast,35
1/5/2014,1,5/1/2014-1,5,2014,1,18,4,6,6,0.3,0,6,6,100,16.1,WSW,14.8,N/A,N/A,N/A,Overcast,35
1/5/2014,2,5/1/2014-2,5,2014,1,18,4,6,6,0.3,0,7,6,98,16.1,WSW,13,N/A,N/A,N/A,Overcast,35
1/5/2014,3,5/1/2014-3,5,2014,1,18,4,7,6,0.3,0,6,6,100,16.1,WSW,14.8,25.9,N/A,N/A,Light Drizzle,36
1/5/2014,4,5/1/2014-4,5,2014,1,18,4,6,6,0.3,0,6,6,100,16.1,West,14.8,N/A,N/A,N/A,Overcast,63
1/5/2014,5,5/1/2014-5,5,2014,1,18,4,7,7,0.3,0,7,5,87,16.1,WSW,16.7,25.9,N/A,N/A,Overcast,97
1/5/2014,6,5/1/2014-6,5,2014,1,18,4,7,7,0.3,0,7,5,89,16.1,West,13,N/A,N/A,Rain ,Light Rain,74
1/5/2014,7,5/1/2014-7,5,2014,1,18,4,7,7,0.3,0,7,5,87,16.1,West,16.7,29.6,N/A,N/A,Overcast,140
1/5/2014,8,5/1/2014-8,5,2014,1,18,4,7,7,0.3,0,7,5,87,16.1,West,16.7,N/A,N/A,N/A,Overcast,193
1/5/2014,9,5/1/2014-9,5,2014,1,18,4,7,8,0.2,0,8,5,81,16.1,West,25.9,31.5,N/A,N/A,Overcast,194
1/5/2014,10,5/1/2014-10,5,2014,1,18,4,8,8,0.2,0,8,5,81,16.1,West,24.1,37,N/A,N/A,Overcast,195
1/5/2014,11,5/1/2014-11,5,2014,1,18,4,9,9,0.1,0,9,5,78,16.1,West,20.4,N/A,N/A,N/A,Overcast,201
1/5/2014,12,5/1/2014-12,5,2014,1,18,4,10,10,0,0,11,6,74,16.1,West,27.8,35.2,N/A,N/A,Overcast,213
1/5/2014,13,5/1/2014-13,5,2014,1,18,4,10,10,0.1,0,10,5,71,16.1,West,24.1,N/A,N/A,N/A,Overcast,219
1/5/2014,14,5/1/2014-14,5,2014,1,18,4,9,10,0.1,0,11,5,73,16.1,West,16.7,29.6,N/A,N/A,Overcast,200
1/5/2014,15,5/1/2014-15,5,2014,1,18,4,10,10,0,0,10,5,71,16.1,WNW,24.1,29.6,N/A,N/A,Overcast,219
1/5/2014,16,5/1/2014-16,5,2014,1,18,4,10,10,0,0,10,5,71,16.1,West,18.5,N/A,N/A,N/A,Overcast,210
1/5/2014,17,5/1/2014-17,5,2014,1,18,4,10,10,0,0,10,6,76,16.1,West,18.5,N/A,N/A,N/A,Overcast,212
1/5/2014,18,5/1/2014-18,5,2014,1,18,4,9,9,0.1,0,9,6,82,16.1,WNW,20.4,29.6,N/A,N/A,Overcast,222
1/5/2014,19,5/1/2014-19,5,2014,1,18,4,9,9,0.1,0,9,6,82,16.1,West,16.7,N/A,N/A,N/A,Overcast,230
1/5/2014,20,5/1/2014-20,5,2014,1,18,4,9,9,0.1,0,9,6,84,16.1,West,13,N/A,N/A,N/A,Overcast,206
1/5/2014,21,5/1/2014-21,5,2014,1,18,4,8,8,0.2,0,8,6,87,16.1,West,11.1,N/A,N/A,N/A,Overcast,95
1/5/2014,22,5/1/2014-22,5,2014,1,18,4,8,8,0.2,0,8,6,87,16.1,WNW,13,N/A,N/A,N/A,Overcast,36
1/5/2014,23,5/1/2014-23,5,2014,1,18,4,8,8,0.2,0,8,6,87,16.1,West,13,N/A,N/A,N/A,Overcast,35
2/5/2014,0,5/2/2014-0,5,2014,1,18,5,8,8,0.2,0,8,6,87,16.1,West,13,N/A,N/A,N/A,Overcast,36
2/5/2014,1,5/2/2014-1,5,2014,1,18,5,8,8,0.2,0,8,6,87,16.1,West,11.1,N/A,N/A,N/A,Overcast,36
2/5/2014,2,5/2/2014-2,5,2014,1,18,5,8,8,0.2,0,8,6,87,16.1,West,11.1,N/A,N/A,N/A,Overcast,36
2/5/2014,3,5/2/2014-3,5,2014,1,18,5,8,7,0.2,0,8,6,93,16.1,West,13,N/A,N/A,N/A,Overcast,36
2/5/2014,4,5/2/2014-4,5,2014,1,18,5,7,7,0.3,0,7,6,93,16.1,WSW,9.3,N/A,N/A,N/A,Overcast,63
2/5/2014,5,5/2/2014-5,5,2014,1,18,5,7,7,0.3,0,7,6,93,16.1,WSW,7.4,N/A,N/A,N/A,Overcast,96
2/5/2014,6,5/2/2014-6,5,2014,1,18,5,7,8,0.2,0,8,6,89,16.1,WSW,5.6,N/A,N/A,N/A,Overcast,79
2/5/2014,7,5/2/2014-7,5,2014,1,18,5,8,8,0.2,0,8,7,91,16.1,West,7.4,N/A,N/A,N/A,Overcast,140
2/5/2014,8,5/2/2014-8,5,2014,1,18,5,9,9,0.1,0,9,6,82,16.1,West,14.8,N/A,N/A,N/A,Overcast,196
2/5/2014,9,5/2/2014-9,5,2014,1,18,5,9,9,0.1,0,10,6,80,16.1,West,11.1,N/A,N/A,N/A,Overcast,201
2/5/2014,10,5/2/2014-10,5,2014,1,18,5,11,11,0,0.1,12,6,71,16.1,West,11.1,N/A,N/A,N/A,Overcast,215
2/5/2014,11,5/2/2014-11,5,2014,1,18,5,12,12,0,0.1,12,6,67,16.1,WSW,20.4,N/A,N/A,N/A,Mostly Cloudy,219
2/5/2014,12,5/2/2014-12,5,2014,1,18,5,12,12,0,0.1,13,5,61,16.1,West,14.8,25.9,N/A,N/A,Overcast,227
2/5/2014,13,5/2/2014-13,5,2014,1,18,5,14,14,0,0.3,15,5,53,16.1,West,16.7,N/A,N/A,N/A,Overcast,235
2/5/2014,14,5/2/2014-14,5,2014,1,18,5,15,15,0,0.3,15,4,49,16.1,West,16.7,27.8,N/A,N/A,Scattered Clouds,235
2/5/2014,15,5/2/2014-15,5,2014,1,18,5,16,17,0,0.5,17,5,47,16.1,WSW,22.2,33.3,N/A,N/A,Scattered Clouds,249
2/5/2014,16,5/2/2014-16,5,2014,1,18,5,17,17,0,0.5,17,4,43,16.1,SW,18.5,33.3,N/A,N/A,Scattered Clouds,254
2/5/2014,17,5/2/2014-17,5,2014,1,18,5,17,17,0,0.5,17,4,41,16.1,WSW,16.7,27.8,N/A,N/A,Scattered Clouds,254
2/5/2014,18,5/2/2014-18,5,2014,1,18,5,17,17,0,0.5,17,4,41,16.1,SW,18.5,N/A,N/A,N/A,Scattered Clouds,252
2/5/2014,19,5/2/2014-19,5,2014,1,18,5,17,17,0,0.5,17,4,43,16.1,SW,14.8,N/A,N/A,N/A,Mostly Cloudy,260
2/5/2014,20,5/2/2014-20,5,2014,1,18,5,16,16,0,0.4,16,4,44,16.1,SW,18.5,N/A,N/A,N/A,Light Drizzle,223
2/5/2014,21,5/2/2014-21,5,2014,1,18,5,16,16,0,0.4,16,5,47,16.1,SSW,13,29.6,N/A,N/A,Overcast,95
2/5/2014,22,5/2/2014-22,5,2014,1,18,5,16,15,0,0.4,16,5,50,16.1,SW,11.1,N/A,N/A,N/A,Overcast,36
2/5/2014,23,5/2/2014-23,5,2014,1,18,5,15,15,0,0.3,15,5,54,16.1,West,11.1,N/A,N/A,N/A,Overcast,36
3/5/2014,0,5/3/2014-0,5,2014,1,18,6,14,13,0,0.2,14,6,65,16.1,NW,14.8,N/A,N/A,N/A,Clear,36
3/5/2014,1,5/3/2014-1,5,2014,1,18,6,12,12,0,0.1,12,6,67,16.1,WNW,13,N/A,N/A,N/A,Clear,37
3/5/2014,2,5/3/2014-2,5,2014,1,18,6,11,11,0,0,11,6,71,16.1,West,11.1,N/A,N/A,N/A,Clear,36
3/5/2014,3,5/3/2014-3,5,2014,1,18,6,11,10,0,0,11,5,71,16.1,West,9.3,N/A,N/A,N/A,Clear,36
3/5/2014,4,5/3/2014-4,5,2014,1,18,6,10,10,0,0,10,4,68,16.1,West,11.1,N/A,N/A,N/A,Clear,63
3/5/2014,5,5/3/2014-5,5,2014,1,18,6,10,9,0.1,0,10,4,69,16.1,West,13,N/A,N/A,N/A,Clear,95
3/5/2014,6,5/3/2014-6,5,2014,1,18,6,9,9,0.1,0,10,4,69,16.1,West,13,N/A,N/A,N/A,Clear,75
3/5/2014,7,5/3/2014-7,5,2014,1,18,6,11,12,0,0.1,12,4,59,16.1,West,14.8,N/A,N/A,N/A,Clear,141
3/5/2014,8,5/3/2014-8,5,2014,1,18,6,13,13,0,0.2,14,4,53,16.1,WNW,14.8,N/A,N/A,N/A,Clear,199
3/5/2014,9,5/3/2014-9,5,2014,1,18,6,15,16,0,0.4,16,5,50,16.1,NW,14.8,N/A,N/A,N/A,Clear,221
3/5/2014,10,5/3/2014-10,5,2014,1,18,6,17,17,0,0.5,18,4,41,16.1,West,18.5,N/A,N/A,N/A,Clear,246
3/5/2014,11,5/3/2014-11,5,2014,1,18,6,18,19,0,0.6,19,4,37,16.1,West,14.8,N/A,N/A,N/A,Clear,271
3/5/2014,12,5/3/2014-12,5,2014,1,18,6,19,19,0,0.7,20,3,34,16.1,West,22.2,35.2,N/A,N/A,Clear,254
3/5/2014,13,5/3/2014-13,5,2014,1,18,6,20,21,0,0.8,21,3,32,16.1,WNW,16.7,33.3,N/A,N/A,Clear,268
3/5/2014,14,5/3/2014-14,5,2014,1,18,6,21,22,0,0.8,22,3,30,16.1,NW,18.5,29.6,N/A,N/A,Clear,271
3/5/2014,15,5/3/2014-15,5,2014,1,18,6,22,22,0,0.9,22,3,29,16.1,SW,16.7,38.9,N/A,N/A,Clear,282
3/5/2014,16,5/3/2014-16,5,2014,1,18,6,22,22,0,0.9,22,3,29,16.1,West,18.5,31.5,N/A,N/A,Clear,294
3/5/2014,17,5/3/2014-17,5,2014,1,18,6,22,21,0,0.8,22,3,30,16.1,West,14.8,31.5,N/A,N/A,Clear,261
3/5/2014,18,5/3/2014-18,5,2014,1,18,6,20,20,0,0.7,20,4,34,16.1,West,11.1,N/A,N/A,Rain ,Light Rain,255
3/5/2014,19,5/3/2014-19,5,2014,1,18,6,19,19,0,0.6,19,5,40,16.1,West,9.3,N/A,N/A,N/A,Scattered Clouds,248
3/5/2014,20,5/3/2014-20,5,2014,1,18,6,18,18,0,0.6,18,5,42,16.1,Calm,Calm,N/A,N/A,N/A,Clear,224
3/5/2014,21,5/3/2014-21,5,2014,1,18,6,17,17,0,0.5,17,6,50,16.1,WNW,5.6,N/A,N/A,N/A,Clear,93
3/5/2014,22,5/3/2014-22,5,2014,1,18,6,15,15,0,0.3,15,7,59,16.1,NNW,9.3,N/A,N/A,N/A,Clear,35
3/5/2014,23,5/3/2014-23,5,2014,1,18,6,14,13,0,0.2,14,7,66,16.1,NNW,9.3,N/A,N/A,N/A,Clear,36
4/5/2014,0,5/4/2014-0,5,2014,1,18,7,13,13,0,0.2,13,7,67,16.1,NW,5.6,N/A,N/A,N/A,Clear,36
4/5/2014,1,5/4/2014-1,5,2014,1,18,7,12,12,0,0.1,13,8,75,16.1,NNW,5.6,N/A,N/A,N/A,Clear,36
4/5/2014,2,5/4/2014-2,5,2014,1,18,7,12,11,0,0.1,12,8,80,16.1,NNE,7.4,N/A,N/A,N/A,Clear,35
4/5/2014,3,5/4/2014-3,5,2014,1,18,7,10,10,0.1,0,10,8,89,16.1,NE,5.6,N/A,N/A,N/A,Clear,36
4/5/2014,4,5/4/2014-4,5,2014,1,18,7,9,9,0.1,0,10,8,91,16.1,NNE,7.4,N/A,N/A,N/A,Clear,62
4/5/2014,5,5/4/2014-5,5,2014,1,18,7,10,9,0.1,0,10,8,91,16.1,Calm,Calm,N/A,N/A,N/A,Clear,96
4/5/2014,6,5/4/2014-6,5,2014,1,18,7,9,9,0.1,0,10,7,83,16.1,Calm,Calm,N/A,N/A,N/A,Clear,76
4/5/2014,7,5/4/2014-7,5,2014,1,18,7,11,11,0,0,11,6,71,16.1,NE,7.4,N/A,N/A,N/A,Clear,140
4/5/2014,8,5/4/2014-8,5,2014,1,18,7,12,13,0,0.2,13,4,55,16.1,NE,11.1,N/A,N/A,N/A,Clear,190
4/5/2014,9,5/4/2014-9,5,2014,1,18,7,14,14,0,0.3,14,3,49,16.1,ENE,18.5,N/A,N/A,N/A,Clear,213
4/5/2014,10,5/4/2014-10,5,2014,1,18,7,15,15,0,0.4,16,3,45,16.1,East,25.9,N/A,N/A,N/A,Clear,249
4/5/2014,11,5/4/2014-11,5,2014,1,18,7,16,17,0,0.5,17,4,42,16.1,NE,24.1,31.5,N/A,N/A,Clear,275
4/5/2014,12,5/4/2014-12,5,2014,1,18,7,17,17,0,0.5,17,4,41,16.1,ENE,24.1,33.3,N/A,N/A,Clear,259
4/5/2014,13,5/4/2014-13,5,2014,1,18,7,17,17,0,0.5,18,3,39,16.1,NE,14.8,N/A,N/A,N/A,Clear,267
4/5/2014,14,5/4/2014-14,5,2014,1,18,7,18,18,0,0.6,19,4,38,16.1,East,18.5,29.6,N/A,N/A,Clear,258
4/5/2014,15,5/4/2014-15,5,2014,1,18,7,19,20,0,0.7,21,5,37,16.1,East,20.4,31.5,N/A,N/A,Clear,275
4/5/2014,16,5/4/2014-16,5,2014,1,18,7,21,20,0,0.7,21,5,37,16.1,ESE,22.2,N/A,N/A,N/A,Clear,270
4/5/2014,17,5/4/2014-17,5,2014,1,18,7,20,20,0,0.7,21,5,37,16.1,East,14.8,N/A,N/A,N/A,Clear,256
4/5/2014,18,5/4/2014-18,5,2014,1,18,7,19,19,0,0.6,19,5,41,16.1,East,14.8,N/A,N/A,N/A,Clear,231
4/5/2014,19,5/4/2014-19,5,2014,1,18,7,18,17,0,0.5,18,5,45,16.1,ENE,22.2,N/A,N/A,N/A,Clear,277
4/5/2014,20,5/4/2014-20,5,2014,1,18,7,16,16,0,0.4,16,4,46,16.1,ENE,25.9,31.5,N/A,N/A,Clear,243
4/5/2014,21,5/4/2014-21,5,2014,1,18,7,14,14,0,0.3,14,4,51,16.1,East,16.7,N/A,N/A,N/A,Clear,94
4/5/2014,22,5/4/2014-22,5,2014,1,18,7,14,14,0,0.3,14,3,48,16.1,ENE,18.5,27.8,N/A,N/A,Clear,35
4/5/2014,23,5/4/2014-23,5,2014,1,18,7,14,13,0,0.2,14,3,50,16.1,ENE,20.4,31.5,N/A,N/A,Clear,36
5/5/2014,0,5/5/2014-0,5,2014,1,19,1,12,12,0,0.1,12,2,50,16.1,East,24.1,35.2,N/A,N/A,Clear,36
5/5/2014,1,5/5/2014-1,5,2014,1,19,1,11,11,0,0,11,-1,44,16.1,East,22.2,31.5,N/A,N/A,Clear,36
5/5/2014,2,5/5/2014-2,5,2014,1,19,1,11,11,0,0,11,-3,39,16.1,East,25.9,33.3,N/A,N/A,Clear,36
5/5/2014,3,5/5/2014-3,5,2014,1,19,1,10,10,0.1,0,10,-3,41,16.1,East,18.5,27.8,N/A,N/A,Clear,35
5/5/2014,4,5/5/2014-4,5,2014,1,19,1,9,9,0.1,0,9,-4,40,16.1,East,14.8,N/A,N/A,N/A,Clear,62
5/5/2014,5,5/5/2014-5,5,2014,1,19,1,8,8,0.2,0,8,-3,46,16.1,ENE,13,N/A,N/A,N/A,Clear,94
5/5/2014,6,5/5/2014-6,5,2014,1,19,1,8,8,0.2,0,8,-3,47,16.1,ENE,16.7,N/A,N/A,N/A,Clear,74
5/5/2014,7,5/5/2014-7,5,2014,1,19,1,9,9,0.1,0,10,-2,45,16.1,ENE,16.7,N/A,N/A,N/A,Clear,143
5/5/2014,8,5/5/2014-8,5,2014,1,19,1,10,11,0,0,12,-1,44,16.1,ENE,20.4,33.3,N/A,N/A,Clear,199
5/5/2014,9,5/5/2014-9,5,2014,1,19,1,12,13,0,0.2,14,2,46,16.1,East,22.2,27.8,N/A,N/A,Clear,226
5/5/2014,10,5/5/2014-10,5,2014,1,19,1,15,15,0,0.4,16,2,41,16.1,NE,14.8,N/A,N/A,N/A,Clear,237
5/5/2014,11,5/5/2014-11,5,2014,1,19,1,17,17,0,0.5,17,3,39,16.1,ENE,14.8,N/A,N/A,N/A,Clear,231
5/5/2014,12,5/5/2014-12,5,2014,1,19,1,18,18,0,0.6,18,4,40,16.1,NNE,22.2,N/A,N/A,N/A,Clear,256
5/5/2014,13,5/5/2014-13,5,2014,1,19,1,19,19,0,0.7,20,5,39,16.1,NE,20.4,31.5,N/A,N/A,Clear,307
5/5/2014,14,5/5/2014-14,5,2014,1,19,1,21,21,0,0.8,21,6,38,16.1,ENE,14.8,N/A,N/A,N/A,Clear,288
5/5/2014,15,5/5/2014-15,5,2014,1,19,1,21,21,0,0.8,21,6,38,16.1,NE,24.1,N/A,N/A,N/A,Clear,276
5/5/2014,16,5/5/2014-16,5,2014,1,19,1,21,21,0,0.8,22,6,37,11.3,ENE,13,N/A,N/A,N/A,Clear,278
5/5/2014,17,5/5/2014-17,5,2014,1,19,1,21,21,0,0.8,21,7,39,16.1,ENE,18.5,N/A,N/A,N/A,Clear,253
5/5/2014,18,5/5/2014-18,5,2014,1,19,1,21,20,0,0.7,21,7,41,16.1,East,22.2,31.5,N/A,N/A,Clear,259
5/5/2014,19,5/5/2014-19,5,2014,1,19,1,19,19,0,0.6,19,7,45,16.1,ENE,13,N/A,N/A,N/A,Clear,272
5/5/2014,20,5/5/2014-20,5,2014,1,19,1,18,18,0,0.5,18,7,50,16.1,ENE,14.8,N/A,N/A,N/A,Clear,211
5/5/2014,21,5/5/2014-21,5,2014,1,19,1,17,17,0,0.5,17,6,49,16.1,NE,25.9,N/A,N/A,N/A,Clear,93
5/5/2014,22,5/5/2014-22,5,2014,1,19,1,15,14,0,0.3,15,4,50,16.1,ENE,22.2,35.2,N/A,N/A,Clear,35
5/5/2014,23,5/5/2014-23,5,2014,1,19,1,14,13,0,0.2,14,3,50,16.1,ENE,24.1,37,N/A,N/A,Clear,37
6/5/2014,0,5/6/2014-0,5,2014,1,19,2,12,12,0,0.1,12,3,55,16.1,ENE,20.4,N/A,N/A,N/A,Clear,35
6/5/2014,1,5/6/2014-1,5,2014,1,19,2,11,11,0,0,11,3,59,16.1,ENE,22.2,N/A,N/A,N/A,Clear,35
6/5/2014,2,5/6/2014-2,5,2014,1,19,2,10,10,0,0,10,3,62,16.1,ENE,18.5,25.9,N/A,N/A,Clear,35
6/5/2014,6,5/6/2014-6,5,2014,1,19,2,9,9,0.1,0,9,3,66,16.1,East,22.2,31.5,N/A,N/A,Clear,77
6/5/2014,7,5/6/2014-7,5,2014,1,19,2,9,9,0.1,0,10,3,65,16.1,East,18.5,31.5,N/A,N/A,Clear,140
6/5/2014,8,5/6/2014-8,5,2014,1,19,2,11,12,0,0.1,13,4,58,16.1,East,20.4,37,N/A,N/A,Clear,194
6/5/2014,9,5/6/2014-9,5,2014,1,19,2,14,15,0,0.3,16,5,50,16.1,East,22.2,33.3,N/A,N/A,Clear,215
6/5/2014,10,5/6/2014-10,5,2014,1,19,2,16,17,0,0.5,18,6,48,16.1,East,25.9,38.9,N/A,N/A,Clear,235
6/5/2014,11,5/6/2014-11,5,2014,1,19,2,19,19,0,0.7,20,7,45,16.1,East,20.4,35.2,N/A,N/A,Clear,278
6/5/2014,12,5/6/2014-12,5,2014,1,19,2,21,22,0,0.8,22,8,41,16.1,East,24.1,35.2,N/A,N/A,Clear,315
6/5/2014,13,5/6/2014-13,5,2014,1,19,2,23,23,0,1,24,8,37,16.1,ESE,25.9,38.9,N/A,N/A,Clear,295
6/5/2014,14,5/6/2014-14,5,2014,1,19,2,24,25,0,1,25,9,36,16.1,East,27.8,37,N/A,N/A,Clear,298
6/5/2014,15,5/6/2014-15,5,2014,1,19,2,26,26,0,1.2,26,9,35,16.1,East,29.6,38.9,N/A,N/A,Clear,312
6/5/2014,16,5/6/2014-16,5,2014,1,19,2,26,26,0,1.2,27,11,37,16.1,ESE,29.6,38.9,N/A,N/A,Clear,324
6/5/2014,17,5/6/2014-17,5,2014,1,19,2,27,27,0,1.2,27,11,38,16.1,ESE,24.1,35.2,N/A,N/A,Clear,307
6/5/2014,18,5/6/2014-18,5,2014,1,19,2,26,26,0,1.2,26,12,41,16.1,ESE,27.8,38.9,N/A,N/A,Clear,320
6/5/2014,19,5/6/2014-19,5,2014,1,19,2,25,24,0,1,24,13,50,16.1,ESE,14.8,N/A,N/A,N/A,Clear,309
6/5/2014,20,5/6/2014-20,5,2014,1,19,2,24,24,0,1,24,13,52,16.1,ESE,18.5,N/A,N/A,N/A,Clear,209
6/5/2014,21,5/6/2014-21,5,2014,1,19,2,23,23,0,0.9,23,14,58,16.1,ESE,22.2,N/A,N/A,N/A,Clear,92
6/5/2014,22,5/6/2014-22,5,2014,1,19,2,23,22,0,0.9,22,16,67,16.1,East,13,N/A,N/A,N/A,Clear,35
6/5/2014,23,5/6/2014-23,5,2014,1,19,2,21,21,0,0.8,21,16,73,16.1,East,7.4,N/A,N/A,N/A,Clear,36
7/5/2014,0,5/7/2014-0,5,2014,1,19,3,22,22,0,0.9,22,16,67,16.1,SE,11.1,N/A,N/A,N/A,Clear,36
7/5/2014,1,5/7/2014-1,5,2014,1,19,3,22,22,0,0.8,22,15,65,16.1,SSE,14.8,N/A,N/A,N/A,Clear,36
7/5/2014,2,5/7/2014-2,5,2014,1,19,3,21,21,0,0.8,21,16,71,16.1,South,14.8,N/A,N/A,N/A,Clear,36
7/5/2014,3,5/7/2014-3,5,2014,1,19,3,21,21,0,0.8,21,16,73,16.1,South,11.1,N/A,N/A,N/A,Clear,36
7/5/2014,4,5/7/2014-4,5,2014,1,19,3,20,20,0,0.7,20,16,78,16.1,South,13,N/A,N/A,N/A,Clear,67
7/5/2014,5,5/7/2014-5,5,2014,1,19,3,20,20,0,0.7,20,16,78,16.1,South,13,N/A,N/A,N/A,Clear,101
7/5/2014,6,5/7/2014-6,5,2014,1,19,3,20,21,0,0.8,21,16,75,16.1,South,14.8,N/A,N/A,N/A,Clear,128
7/5/2014,7,5/7/2014-7,5,2014,1,19,3,21,21,0,0.8,21,16,73,16.1,South,14.8,N/A,N/A,N/A,Clear,162
7/5/2014,8,5/7/2014-8,5,2014,1,19,3,21,21,0,0.8,21,16,73,16.1,South,16.7,N/A,N/A,N/A,Clear,238
7/5/2014,9,5/7/2014-9,5,2014,1,19,3,22,22,0,0.9,22,16,69,16.1,SSE,9.3,N/A,N/A,N/A,Clear,274
7/5/2014,10,5/7/2014-10,5,2014,1,19,3,23,24,0,1,25,16,62,16.1,SE,5.6,N/A,N/A,N/A,Clear,307
7/5/2014,11,5/7/2014-11,5,2014,1,19,3,25,26,0,1.1,26,17,57,16.1,SSW,22.2,29.6,N/A,N/A,Clear,312
7/5/2014,12,5/7/2014-12,5,2014,1,19,3,26,25,0,1.1,27,17,65,16.1,South,18.5,29.6,N/A,N/A,Clear,307
7/5/2014,13,5/7/2014-13,5,2014,1,19,3,22,23,0,1,25,19,75,16.1,West,13,N/A,N/A,N/A,Scattered Clouds,308
7/5/2014,14,5/7/2014-14,5,2014,1,19,3,27,28,0,1.3,28,18,56,16.1,SE,16.7,25.9,N/A,N/A,Clear,322
7/5/2014,15,5/7/2014-15,5,2014,1,19,3,29,30,0,1.5,31,16,42,16.1,South,24.1,37,N/A,N/A,Clear,318
7/5/2014,16,5/7/2014-16,5,2014,1,19,3,31,30,0,1.5,31,14,37,16.1,South,33.3,42.6,N/A,N/A,Clear,335
7/5/2014,17,5/7/2014-17,5,2014,1,19,3,30,29,0,1.4,30,15,42,16.1,South,29.6,N/A,N/A,N/A,Clear,318
7/5/2014,18,5/7/2014-18,5,2014,1,19,3,29,29,0,1.4,29,16,46,16.1,South,20.4,N/A,N/A,N/A,Clear,327
7/5/2014,19,5/7/2014-19,5,2014,1,19,3,27,27,0,1.2,27,16,52,16.1,SSE,16.7,27.8,N/A,N/A,Clear,326
7/5/2014,20,5/7/2014-20,5,2014,1,19,3,26,26,0,1.1,26,17,58,16.1,South,20.4,29.6,N/A,N/A,Clear,233
7/5/2014,21,5/7/2014-21,5,2014,1,19,3,25,24,0,1,25,17,64,16.1,SSE,24.1,N/A,N/A,N/A,Clear,95
7/5/2014,22,5/7/2014-22,5,2014,1,19,3,24,23,0,1,24,18,70,16.1,South,16.7,N/A,N/A,N/A,Clear,37
7/5/2014,23,5/7/2014-23,5,2014,1,19,3,23,23,0,0.9,23,17,69,16.1,South,16.7,N/A,N/A,N/A,Clear,36
8/5/2014,0,5/8/2014-0,5,2014,1,19,4,24,24,0,1,24,17,66,16.1,South,22.2,33.3,N/A,N/A,Clear,37
8/5/2014,1,5/8/2014-1,5,2014,1,19,4,23,23,0,0.9,23,18,75,16.1,South,22.2,27.8,N/A,N/A,Clear,36
8/5/2014,2,5/8/2014-2,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,South,18.5,N/A,N/A,N/A,Clear,36
8/5/2014,3,5/8/2014-3,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,SSW,16.7,N/A,N/A,N/A,Clear,36
8/5/2014,4,5/8/2014-4,5,2014,1,19,4,21,21,0,0.8,22,18,81,16.1,South,14.8,N/A,N/A,N/A,Clear,71
8/5/2014,5,5/8/2014-5,5,2014,1,19,4,22,22,0,0.9,22,17,75,16.1,SSW,16.7,N/A,N/A,N/A,Scattered Clouds,103
8/5/2014,6,5/8/2014-6,5,2014,1,19,4,22,22,0,0.9,22,18,76,16.1,South,24.1,N/A,N/A,N/A,Clear,134
8/5/2014,7,5/8/2014-7,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,South,20.4,33.3,N/A,N/A,Clear,182
8/5/2014,8,5/8/2014-8,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,South,24.1,31.5,N/A,N/A,Clear,303
8/5/2014,9,5/8/2014-9,5,2014,1,19,4,23,23,0,0.9,23,18,73,16.1,SSW,13,N/A,N/A,N/A,Clear,317
8/5/2014,10,5/8/2014-10,5,2014,1,19,4,23,23,0,0.9,23,18,75,16.1,SSW,16.7,25.9,N/A,N/A,Clear,325
8/5/2014,11,5/8/2014-11,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,South,9.3,N/A,N/A,N/A,Clear,334
8/5/2014,12,5/8/2014-12,5,2014,1,19,4,23,24,0,1,25,18,72,16.1,South,13,N/A,N/A,N/A,Scattered Clouds,338
8/5/2014,13,5/8/2014-13,5,2014,1,19,4,25,26,0,1.1,26,18,62,16.1,South,31.5,40.7,N/A,N/A,Clear,306
8/5/2014,14,5/8/2014-14,5,2014,1,19,4,27,27,0,1.2,27,17,56,16.1,SSW,20.4,N/A,N/A,N/A,Clear,325
8/5/2014,15,5/8/2014-15,5,2014,1,19,4,26,26,0,1.2,26,17,57,16.1,South,20.4,N/A,N/A,N/A,Clear,337
8/5/2014,16,5/8/2014-16,5,2014,1,19,4,23,21,0,0.8,25,18,85,16.1,SSW,16.7,N/A,N/A,N/A,Clear,323
8/5/2014,17,5/8/2014-17,5,2014,1,19,4,20,21,0,0.8,22,18,85,16.1,ESE,14.8,N/A,N/A,N/A,Scattered Clouds,303
8/5/2014,18,5/8/2014-18,5,2014,1,19,4,22,22,0,0.9,22,18,78,16.1,SSW,11.1,N/A,N/A,N/A,Clear,300
8/5/2014,19,5/8/2014-19,5,2014,1,19,4,22,22,0,0.9,23,17,73,16.1,SSW,22.2,38.9,N/A,N/A,Clear,315
8/5/2014,20,5/8/2014-20,5,2014,1,19,4,22,21,0,0.8,22,17,78,16.1,SSW,24.1,37,N/A,N/A,Clear,235
